,name,year,vote_average,page_url,image_url,genres,director,actors,description
195,The Legendary Prime Minister - Zhuge Liang,1985,0.0,https://www.themoviedb.org/tv/108052,https://image.tmdb.org/t/p/original/rZuWzOwn3ELobBkIPtochgFbemP.jpg,"Drama,Action&Adventure,War&Politics",Unknown,"Adam Cheng Siu-Chow, Michelle Yim, Kenny Ho Kar-King, Danny Tong Ban Cheong, Wong Wai","During the late Eastern Han dynasty, warlords fought for power and control, and Cao Cao held the Emperor captive as a means of controlling other lords. Zhuge Liang, a talented scholar, lived through this turbulent period, but did not prioritize fame and wealth. He was asked to help rescue a monastery from disaster and discovered that there were people within the monastery who were collaborating with the Yellow Turban rebels to kidnap young boys and girls. While assisting a kidnapped girl in finding her family, Zhuge Liang met Xiao Qiao from the Eastern Wu empire, and they fell in love despite her earlier engagement to Zhou Yu. Their love was complicated by these circumstances. Meanwhile, Liu Qi, Zhuge Liang's friend, was determined to contact other like-minded figures to rebel against Cao Cao and to kill him. Upon learning of a secret decree from the Emperor, Liu Qi and Zhuge Liang joined forces to plan their next move."
196,Space Runaway Ideon,1980,5.6,https://www.themoviedb.org/tv/13465,https://image.tmdb.org/t/p/original/oyMVD4MUmJBBW5IZt7anSTcBHQl.jpg,"Sci-Fi&Fantasy,Animation,War&Politics,Action&Adventure",Yoshiyuki Tomino,"Takkô Ishimori, Keaton Yamada, Yoku Shioya, Fuyumi Shiraishi, Keiko Toda","From the continuing reclamation of the ruins of the planet Solo, mysterious mechas are excavated. But suddenly, an alien called Baff Kuun attacks seeking the limitless energy “Ide.” The earthlings are backed into a corner, when the three mechas piloted by the earth boy Yuki Cosmo and others fuse together. Becoming the giant robot Ideon, they use their incredible power to fight back against Baff Kuun."
197,Gundam Reconguista in G,2014,6.8,https://www.themoviedb.org/tv/61414,https://image.tmdb.org/t/p/original/zcjOBN1b7IlgCs6G3n6MPyvo6Uk.jpg,"Drama,Action&Adventure,Sci-Fi&Fantasy,Animation,War&Politics",Yoshiyuki Tomino,"Mark Ishii, Yu Shimamura, Yukari Fukui, Minako Kotobuki, Ryota Osaka","The Universal Century, a history marked by space colonization and space warfare, has passed. Humanity's prosperity, which ushered in a new era known as the Regild Century (R.C.), was believed to endure alongside global peace. In RC 1014, Bellri Zenam, a pilot in training of the Capitol Guard is somehow chosen by the G-Self - a highly maneuverable Mobile Suit of unknown origin - to lead to uncover hidden truths that will shake the peace of the Regild Century era."
198,Ace Troops,2021,6.2,https://www.themoviedb.org/tv/154181,https://image.tmdb.org/t/p/original/A5Ug19rH4dpnEA8Pe7B0NNXtuRJ.jpg,"Drama,Action&Adventure,War&Politics",Unknown,"Xiao Zhan, Bai Lu, Johnny Huang, Zhong Chuxi, Li Youbin","Gao Liang and Gu Yi Ye are good friends and rivals since they joined the army. They fall in love with the same girl, Jiang Nan Zheng. However, Gu Yi Ye eventually gives up his love in the name of friendship and marries A Xiu, the daughter of their old squad leader who died in a war. As time passes, Gao Liang not only stays true to his heart but also shoulders the duties and mission of a soldier. In 2003, Gao Liang and Jiang Nan Cheng got married and formed a happy family. In 2008, Gao Liang, who returns from further studies in Russia, was transferred to be the acting brigade commander of the Blue Army because of an observation report."
199,Rise of the Raven,2025,8.0,https://www.themoviedb.org/tv/271050,https://image.tmdb.org/t/p/original/q69nebvjrLU6u131L6HGQyO2OwP.jpg,"Drama,War&Politics","Robert Lantos, Robert Dornhelm","Gellért Kádár L., Vivien Rujder, Murathan Muslu, Franciska Törőcsik, László Mátray","The story of János Hunyadi is the epic tale of a hero born into modest circumstances, who, in 1456, with relentless determination and against all odds, vanquished the much larger Ottoman army, halting its drive to conquer the Vatican and overrun Western Europe. In so doing, Hunyadi not only shaped the history of Hungary, but that of all Europe."
200,Aoi: Tokugawa Three Generations,2000,10.0,https://www.themoviedb.org/tv/83823,https://image.tmdb.org/t/p/original/nKpNTsfGyQg3nRZR17YDZIMjDoa.jpg,"Drama,War&Politics",Unknown,"Kyōko Mitsubayashi, Masahiko Tsugawa, Yoshiko Tokoshima, Ryunosuke Kamiki, Toshiyuki Nishida","The 39th NHK Taiga Drama is Aoi Tokugawa Sandai. It is James Miki's dynamic and colorful tale of three generations of the Tokugawa dynasty--from its founder Ieyasu to Iemitsu, the third Shogun who solidified the Tokugawa power base."
201,Rise of Empires: Ottoman,2020,7.5,https://www.themoviedb.org/tv/96481,https://image.tmdb.org/t/p/original/nkvdPFYo7o2IQWooJvA9UE0nvAp.jpg,"Documentary,Action&Adventure,War&Politics",Unknown,"Charles Dance, Cem Yiğit Üzümoğlu, Daniel Nuță, Ali Gözüşirin, Nik Xhelilaj",Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
202,Sengoku BASARA: Samurai Kings,2009,6.15,https://www.themoviedb.org/tv/25492,https://image.tmdb.org/t/p/original/bFdT4pUHnUuACXiLTnzhTK75kpv.jpg,"Action&Adventure,War&Politics,Animation",Unknown,"Kazuya Nakai, Soichiro Hoshi, Norio Wakamoto, Hiroki Shimowada, Ryuzou Ishino","During the Sengoku period, there are many factions constantly at war. One of these is led by a one-eyed man named Date Masamune and another by the imposing Takeda Shingen. The latter has a fiercely loyal subordinate named Sanada Yukimura who goes head to head against Date Masamune multiple times, but the battles between them tend to get interrupted. One such battle occurs when both men try to go after another leader named Imagawa, and they’re forced to break off their heated duel when Imagawa attempts to flee the scene with his body doubles. Yukimura and Masamune go after separate Imagawas, but all of the doubles are killed by a third party, and when their paths cross again, they are in front of the menacing Oda Nobunaga and his army. It was Nobunaga’s subordinates that killed those body doubles, and Nobunaga himself proceeds to kill the real Imagawa with a shotgun blast to the head."
203,Pulang Araw,2024,7.2,https://www.themoviedb.org/tv/242931,https://image.tmdb.org/t/p/original/2zbaRzgieKiHYkTGztQUzrAYbgb.jpg,"Drama,Action&Adventure,Family,War&Politics",Suzette Doctolero,"Alden Richards, Sanya Lopez, Barbie Forteza, David Licauco, Dennis Trillo","Red Sun is a family drama that tells stories of courage, sacrifice, and hardships that every Filipino family has. These stories were inspired by the tales of the unsung heroes who defied the odds of World War II and the Japanese occupation of the Philippines."
204,Kamen Rider Build,2017,5.8,https://www.themoviedb.org/tv/139653,https://image.tmdb.org/t/p/original/j5wleNH0wSETDRfXErqGQvXW06Q.jpg,"Drama,Action&Adventure,Kids,Sci-Fi&Fantasy,War&Politics",Unknown,"Atsuhiro Inukai, Eiji Akaso, Kaho Takada, Kouhei Takeda, Tetsuo Kanao","10 years ago when the Pandora Box was discovered on Mars and brought to Earth, it's activated and creates a Skywall which divides Japan into Touto, Seito, and Hokuto resulting into untold chaos. Along with creating a complex power dynamic between the three regions, the event brings waves of monsters called Smash down on the country, who terrorize and attack the citizens. Sento Kiryu, an amnesiac taken in by a mysterious cafe owner named Soichi Isurugi who provides him with a belt called the Build Driver that allows him to turn into Kamen Rider Build, which he uses to fight the Smash on his own."
205,Oxen,2023,6.8,https://www.themoviedb.org/tv/237247,https://image.tmdb.org/t/p/original/A0ihcKHHwvNqaaAaL02JakXccU9.jpg,"Crime,War&Politics","Mai Brostrøm, Peter Thorsboe","Jacob Ulrik Lohmann, Ellen Hillingsø, Josephine Park, Birgitte Hjort Sørensen","War veteran and former hunter soldier Niels Oxen, Denmark's most decorated soldier ever. Sent home with war trauma, he tries to create meaning in life and to make everyday life fit together."
206,The Tattooist of Auschwitz,2024,8.064,https://www.themoviedb.org/tv/222405,https://image.tmdb.org/t/p/original/nAdgX2CmkrNaRTJelFlBkpRQO0b.jpg,"Drama,War&Politics",Heather Morris,"Jonah Hauer-King, Anna Próchniak, Jonas Nay, Melanie Lynskey, Harvey Keitel","The powerful real-life story of Lali Sokolov, a Jewish prisoner who was tasked with tattooing ID numbers on prisoners' arms in the Auschwitz-Birkenau concentration camp during World War II."
207,The Silent Service,2024,6.857,https://www.themoviedb.org/tv/244814,https://image.tmdb.org/t/p/original/g039bsUneuEjEE6rzmRCmMGGyEI.jpg,"Drama,War&Politics",Unknown,"Takao Osawa, Hiroshi Tamaki, Aya Ueto, Yusuke Santamaria, Tomoya Nakamura","An MSDF submarine collides with a U.S. nuclear submarine, crushing all 76 people on board, including its CO, Shiro Kaieda. However, the crew survives. The accident is a cover story to get the MSDF submarine's crew on board the Seabat, a nuclear submarine secretly built by the Japanese and U.S. governments. However, Kaieda loads the Seabat with nuclear missiles and suddenly mutinies and flees."
208,Mobile Suit Victory Gundam,1993,7.033,https://www.themoviedb.org/tv/25797,https://image.tmdb.org/t/p/original/1adT1zljkHVqPnuQl3G8h6ecx0y.jpg,"Drama,Action&Adventure,Sci-Fi&Fantasy,Animation,War&Politics",Unknown,"Daisuke Sakaguchi, Yumi Ichihara, Tomoyuki Dan, Kumiko Watanabe, Ayako Shiraishi","It is the Universal Century, year 0153. The Zanscare Empire, which rules almost all of Side 2, has declared its independence from the old government, the hollow and corrupt Earth Federation. Under the justification of creating a new, space-based order, it has begun an invasion of Earth; and Point Kasarelia, the illegal residence area in Eastern Europe where Üso Ewin and Shahkti Kareen live, is no exception. As they are caught in the fighting between Zanscare and the opposing resistance organization, the League Militaire, fate draws Üso and his friends into the midst of battle."
209,The World at War,1973,8.3,https://www.themoviedb.org/tv/751,https://image.tmdb.org/t/p/original/bWdwEYQQEsz9HuXy5m95z95BYQM.jpg,"Documentary,War&Politics",Unknown,Laurence Olivier,"A documentary series that gives a historical account of the events of World War II, from its roots in the 1920s to the aftermath and the lives it profoundly influenced."
211,Heroic Legend of The Yang'S Family,1994,8.0,https://www.themoviedb.org/tv/109063,https://image.tmdb.org/t/p/original/lvfjOR24bFQrRCHdcxpNBuMB3PG.jpg,"Action&Adventure,War&Politics",Unknown,"Jin Chao-Chun, Lee Heung-Kam, Jiing Mak, Strawberry Yeung Yuk-Mui, Chan Lai-Sze","Yang Yanzhao was betrayed by Pang Long and died in battle. Yanzhao's son Yang Zongbao confronted Pang Long Gongtang, and the two insisted on each other, and Yin Bao Zheng of Kaifeng Prefecture designed to have Pang Long personally write down the crime, and Pang Long was sentenced to dragon head ginseng. The bereaved Taishi Pang Xiong swore to kill Bao Zheng and the Yang family general, and the Yang family would join Bao Zheng to fight against Pang Taishi..."
212,Macross Zero,2002,7.563,https://www.themoviedb.org/tv/60682,https://image.tmdb.org/t/p/original/pGEIhZSwpy7nqQTIJu5nmGD66pc.jpg,"Sci-Fi&Fantasy,Action&Adventure,War&Politics,Animation",Shoji Kawamori,"Kenichi Suzumura, Sanae Kobayashi, Yuuka Nanri, Akira Kamiya, Sôsuke Komori","Taking place one year before the events of the original Macross series, Macross Zero chronicles the final days of the war between the U.N. Spacy and anti-U.N. factions. After being shot down by the anti-U.N.'s newest fighter plane, ace pilot Shin Kudo finds himself on the remote island of Mayan, where technology is almost non-existent. While Shin stays on the island to heal his wounds, the tranquility of the island is shattered by a battle that involves the UN's newest fighter - the VF-0."
213,Designated Survivor: 60 Days,2019,7.8,https://www.themoviedb.org/tv/86824,https://image.tmdb.org/t/p/original/c6DItPd14SE1PAujgGLGn4zoJLo.jpg,"Crime,Drama,Mystery,War&Politics",Tae-heui Kim,"Ji Jin-hee, Huh Joon-ho, Lee Jun-hyuk, Kang Hanna, Bae Jong-ok","An explosion at the National Assembly kills everyone in the cabinet, leaving Park Mu-jin, the Minister of Environment, to become the next president. Park Mu-jin is a scientist-turned-politician who has no ambitions in politics, but as the acting president for 60 days, he is compelled to investigate the truth behind the attack. Based on the popular American series, Designated Survivor."
215,My Chief and My Regiment,2009,8.923,https://www.themoviedb.org/tv/64444,https://image.tmdb.org/t/p/original/yE4kFDqzO4wqulJeEZPDV7dLV9B.jpg,"Drama,War&Politics",Unknown,"Duan Yihong, Zhang Yi, Zhang Guoqiang, Xing Jiadong, Luo Jingmin","The series is about the Chinese National Revolutionary Army Expeditionary Force in Burma fighting the Imperial Japanese Army during the 1942 Battle of Yunnan-Burma Road at the Second Sino-Japanese War.

The Chinese troops landed in Burma to support the British allied forces operations. The aim was to protect the road since it served as an important supply route after China's ports fell under Japanese control. When the British forces withdrew their support and surrendered, part of the remaining Chinese troops was forced to abandon their heavy equipment and retreat in loose formations through the harsh Burmese jungles, experiencing constant enemy pursue and ambush. Of the 100,000 strong Chinese Expeditionary Force sent to fight, only around 40,000 returned home.

The story follows a small group of soldiers being refuged in Yunnan, and is narrated through the eyes of a limping young Beiping student-turned-soldier named Meng Fanliao."
216,The Journey: A Voyage,2013,0.0,https://www.themoviedb.org/tv/110668,https://image.tmdb.org/t/p/original/ijmmZLyKZnhQqTjgfrvSf2nnbsa.jpg,"Drama,War&Politics",Unknown,"Li Nanxing, Jeanette Aw, Joanne Peh, Desmond Tan, Chris Tong","Beset with foreign threats and internal turmoil, China's concoction of woes compels its citizens to leave for Nanyang in search of a better life. When Shi Tou, manages to save enough money after years of working at a tin mine, he returns to marry his childhood sweetheart, Ya Zi. On the return trip, they cross paths with two penniless brothers, Zhang Tian Peng and Zhang Tian Ying with the former becoming Shi Tou's sworn brother out of gratitude. Framed for robbery and murder, Shi Tou is thrown behind bars while Ya Zi desperately seeks help. Feeling sympathetic towards them, Hui Niang and her stepbrother, Zhang Dong'en proves Shi Tou's innocence. When he returns back to the mine, Shi Tou is lured into a destructive spiral of gambling by his scheming boss and runs up a huge debt, while his supervisor, Hei Long lusts after Ya Zi's beauty and plots to ruin him."
